Tên BĐS,Vị trí,Giá,Diện tích,Giá/m²,Phòng ngủ,Phòng WC
"Cần bán khách sạn mặt phố Hàng Dầu, Hoàn Kiếm. DT 410m2 x 9T, 1 hầm, MT 9m. Vị trí đẹp, KD sầm uất","Lý Thái Tổ, Hoàn Kiếm",550 tỷ,410 m²,"1,34 tỷ/m²",N/A,N/A
"Cần bán nhà mặt ngõ to phố Lý Nam Đế, Hoàn Kiếm. DT 80m2 x 5T, MT 6m. Đường rộng 5m - cách MP 30m","Hàng Mã, Hoàn Kiếm",25 tỷ,80 m²,"312,5 tr/m²",N/A,N/A
"Nhà mới phố Bảo Linh, Phúc Tân - quận Hoàn Kiếm. Mặt phố - ô tô tránh - kinh doanh đỉnh","Hoàn Kiếm, Hà Nội","23,5 tỷ",70 m²,"335,71 tr/m²",4,3
"Cần Bán Nhà Mặt Phố Hàng Trống, Hoàn Kiếm. DT sổ 270m2 x MT 9m. Vị trí Nhà đẹp gần Hồ Gươm, sầm uất","Hàng Gai, Hoàn Kiếm",Giá thỏa thuận,270 m²,N/A,N/A,N/A
"Hiếm 28 tỷ nhà phố Chân Cầm, 55m2, 6 tầng, MT: 9m, kinh doanh khách sạn, homestay, dòng tiền 1xx/th","Hàng Trống, Hoàn Kiếm",28 tỷ,55 m²,"509,09 tr/m²",N/A,N/A
Bán nhà mặt phố Trần Hưng Đạo trung tâm Hoàn Kiếm vị trí siêu đẹp - diện tích 90m2 - MT: 9m,"Trần Hưng Đạo, Hoàn Kiếm",95 tỷ,90 m²,"1,06 tỷ/m²",N/A,N/A
Bán nhà phố Hồng Hà - Hoàn Kiếm - dòng tiền ổn định 300 triệu/ năm - nhà 2 mặt đường - gần chợ,"Chương Dương, Hoàn Kiếm",Giá thỏa thuận,58 m²,N/A,5,6
"Biệt thự đơn lập mặt hồ 15ha tại KĐT Thành Phố Giao Lưu, tài sản tích trữ cực tốt 0969 983 ***","Bắc Từ Liêm, Hà Nội",90 tỷ,209 m²,"430,62 tr/m²",5,5
"Tôi cần bán nhà mặt phố Lý Nam Đế, P. Cửa Đông Q. Hoàn Kiếm, 45 m2, lô góc 3 tầng, MT 5,3m, 31,8 tỷ","Cửa Đông, Hoàn Kiếm","31,8 tỷ",45 m²,"706,67 tr/m²",11,N/A
Siêu phẩm mặt phố Trần Hưng Đạo trái tim Hoàn Kiếm đẳng cấp giới thượng lưu - 380m2 - MT 9m,"Trần Hưng Đạo, Hoàn Kiếm",361 tỷ,380 m²,950 tr/m²,1,1
Bán nhà Ngõ Gạch phố cổ - quận Hoàn Kiếm - chỉ hơn 1 tỷ đủ công năng,"Đồng Xuân, Hoàn Kiếm","1,95 tỷ",14 m²,"139,29 tr/m²",3,3
"Nhà phố Hàng Đậu, khu trung tâm Phố Cổ quận Hoàn Kiếm","Đồng Xuân, Hoàn Kiếm","5,5 tỷ",18 m²,"305,56 tr/m²",3,4
"Nhà mặt Phố Cổ, Quận Hoàn Kiếm, phố Tây tiêu tiền, kinh doanh sầm uất ngày đêm","Hàng Buồm, Hoàn Kiếm",52 tỷ,85 m²,"611,76 tr/m²",6,7
"Nhà mặt phố Hàng Lược ""Phố Cổ"" Quận Hoàn Kiếm 32m2 x 4 tầng, giá 13,5 tỷ","Hàng Mã, Hoàn Kiếm","13,5 tỷ",32 m²,"421,88 tr/m²",2,3
BÁN NHÀ 42m2 x 4 TẦNG - PHÚC TÂN - HOÀN KIẾM - NHÀ SÁNG THOÁNG - CỰC ĐẸP,"Phúc Tân, Hoàn Kiếm","7,2 tỷ","41,3 m²","174,33 tr/m²",N/A,N/A
Bán khách sạn view bệnh viện Việt Đức - 28 phòng DT 3.5 tỷ/năm - 79m2 giá 65 tỷ,"Hàng Trống, Hoàn Kiếm",65 tỷ,79 m²,"822,78 tr/m²",28,N/A
Bán Nhà Mặt Phố Số 14 Tông Đản Quận Hoàn Kiếm Thành Phố Hà Nội - DT 750 m2 - 4 Tầng - MT 21 mét,"Tràng Tiền, Hoàn Kiếm",Giá thỏa thuận,750 m²,N/A,N/A,N/A
Bán Nhà Mặt Phố Số 21 Lương Ngọc Quyến Quận Hoàn Kiếm Hà Nội - DT 328 m2 - 10 Tầng - MT 8 mét,"Hàng Buồm, Hoàn Kiếm",Giá thỏa thuận,328 m²,N/A,N/A,N/A
"Bán mặt phố Hàng Điếu, quận HK. DT 55m2 x 4T MT 4,8m, gần chợ Hàng Da, hồ Hoàn Kiếm","Hàng Bông, Hoàn Kiếm","40,5 tỷ",55 m²,"736,36 tr/m²",N/A,N/A
"Bán nhà phố ngay Hàng Bông, Hoàn Kiếm, Hà Nội 43 tỷ, 5 tầng. Liên hệ 0387 813 ***","Hàng Bông, Hoàn Kiếm",43 tỷ,60 m²,"716,67 tr/m²",N/A,N/A
"Bán khách sạn Mã Mây, Lương Ngọc Quyến 4 sao, cho thuê 15 tỷ/năm, 350m2, 12 tầng, MT 8.5m","Hàng Bạc, Hoàn Kiếm",460 tỷ,350 m²,"1,31 tỷ/m²",68,N/A
Bán gấp nhà mặt phố Phan Chu Trinh - lô góc 3 thoáng - 160m2 - 7 tầng,"Phan Chu Trinh, Hoàn Kiếm",110 tỷ,160 m²,"687,5 tr/m²",N/A,N/A
"Bán nhà riêng tại Hồng Hà, Hoàn Kiếm 10,5 tỷ, 55m2, 5 tầng. Ô tô đỗ cửa","Chương Dương, Hoàn Kiếm","10,5 tỷ",55 m²,"190,91 tr/m²",5,5
"Bán nhà mặt phố Hàng Gà, Hoàn Kiếm 70m2, 3 tầng, giá 47 tỷ. Phố Cổ trung tâm","Cửa Đông, Hoàn Kiếm",47 tỷ,70 m²,"671,43 tr/m²",N/A,N/A
"Nhà mới phố Bảo Linh, Phúc Tân - quận Hoàn Kiếm. Mặt phố - ô tô tránh - kinh doanh đỉnh","Hoàn Kiếm, Hà Nội","23,5 tỷ",70 m²,"335,71 tr/m²",4,3
"BÁN TOÀ NHÀ DỊCH VỤ 44/50 m x 5 TẦNG THANG MÁY 7 PHÒNG KHÉP KÍN - 8,8 TỶ SỔ ĐỎ HOÀN KIẾM SÁT PHỐ CỔ","Chương Dương, Hoàn Kiếm","8,78 tỷ",50 m²,"175,6 tr/m²",7,7
"Chính chủ gửi bán mặt Phố Huế, Trần Xuân Soạn DT 55m2 x 5,5 tầng đoạn đẹp nhất phố (38 tỷ)","Hàng Bài, Hoàn Kiếm",38 tỷ,55 m²,"690,91 tr/m²",N/A,N/A
"(Tôi) chính chủ cần bán toà nhà KS phố Hàng Buồm, Q Hoàn Kiếm, HN DT 330m x 7,5T, MT 10m, 255 tỷ","Hàng Buồm, Hoàn Kiếm",255 tỷ,330 m²,"772,73 tr/m²",48,N/A
KS MẶT PHỐ CỔ LÔ GÓC cho thuê 12000USD/th Hàng Bông 140m2 8 tầng thang máy MT5.4m 160 tỷ Hoàn Kiếm,"Hàng Bông, Hoàn Kiếm",160 tỷ,140 m²,"1,14 tỷ/m²",N/A,N/A
"Biệt thự đơn lập mặt hồ 15ha tại KĐT Thành Phố Giao Lưu, tài sản tích trữ cực tốt 0969 983 ***","Bắc Từ Liêm, Hà Nội",90 tỷ,209 m²,"430,62 tr/m²",5,5
Hiếm 500 tr/m2 mặt Phố Cổ vỉa hè đá bóng kinh doanh sầm uất Hàng Bông 150m2 2tầng 79.5 tỷ Hoàn Kiếm,"Hàng Gai, Hoàn Kiếm","79,5 tỷ",150 m²,530 tr/m²,N/A,N/A
Khách sạn Mặt phố cổ Phủ Doãn 28p cho thuê 100tr/th 78m2 8.5 tầng thang máy MT 3.8m 65 tỷ Hoàn Kiếm,"Hàng Trống, Hoàn Kiếm",65 tỷ,78 m²,"833,33 tr/m²",N/A,N/A
"(Chính chủ) Tôi cần bán toà building, MP Bà Triệu, Q Hoàn Kiếm, DT 195m2 x 12T, MT 7m, giá 170 tỷ","Trần Hưng Đạo, Hoàn Kiếm",170 tỷ,195 m²,"871,8 tr/m²",N/A,N/A
"( Chính chủ ) Tôi cần bán toà Ks MP Thuốc Bắc, Q Hoàn Kiếm, Dt 160 m x 8 T, Mt 6 m, giá 140 Tỷ.","Hàng Bồ, Hoàn Kiếm",140 tỷ,160 m²,875 tr/m²,N/A,N/A
"(Chính chủ ) tôi cần bán nhà MP Nguyễn Hữu Huân, Q Hoàn Kiếm, Dt 35/40 m x 5 T, giá 31 Tỷ.","Lý Thái Tổ, Hoàn Kiếm",31 tỷ,36 m²,"861,11 tr/m²",N/A,N/A
"Bán biệt thự mặt phố Nguyễn Gia Thiều 255m2, mặt tiền 8,5m. Kiến trúc kiểu Pháp rất đẳng cấp","Trần Hưng Đạo, Hoàn Kiếm",190 tỷ,255 m²,"745,1 tr/m²",6,6
"Bán nhà mặt phố Nguyễn Hữu Huân, Hoàn Kiếm 40m2, MT 4m, 4 tầng. Kinh doanh sầm uất bậc nhất phố cổ","Lý Thái Tổ, Hoàn Kiếm",30 tỷ,40 m²,750 tr/m²,4,3
"Bán biệt thự mặt đường Nguyễn Gia Thiều, Hoàn Kiếm: Diện tích 510 m2, MT 18m, thang máy, NT Luxury","Trần Hưng Đạo, Hoàn Kiếm",350 tỷ,510 m²,"686,28 tr/m²",6,8
"Bán nhà Phan Chu Trinh 30m2 x 2.5 tầng, trung tâm, nhiều trường học, bệnh viện, chỉ 4.95 tỷ","Phan Chu Trinh, Hoàn Kiếm","4,95 tỷ",30 m²,165 tr/m²,N/A,N/A
BÁN NHÀ MP HÀNG CÓT HOÀN KIẾM DT 141M x 5T x MT 5M GIÁ 170 TỶ CÓ THƯƠNG LƯỢNG,"Hàng Mã, Hoàn Kiếm",170 tỷ,141 m²,"1,21 tỷ/m²",N/A,N/A
"Bán nhà mặt phố Lương Ngọc Quyến, 40m2 x 5 tầng, 30.5 tỷ, kinh doanh đỉnh cao","Hàng Buồm, Hoàn Kiếm","30,5 tỷ",40 m²,"762,5 tr/m²",5,5
"Bán nhà mặt phố Yết Kiêu, 30m2 x 5 tầng, mặt tiền 3.5m x 22 tỷ, kinh doanh sầm uất","Trần Hưng Đạo, Hoàn Kiếm",22 tỷ,30 m²,"733,33 tr/m²",5,5
"CHÍNH CHỦ BÁN NHÀ 2 TẦNG NGÕ 88 GIÁP NHỊ, THỊNH LIỆT, HOÀNG MAI SỔ ĐỎ SẴN SÀNG GIAO DỊCH",·,"11,3 tỷ","88,5 m²","127,68 tr/m²",N/A,N/A
"BÁN NHÀ PHÁP VÂN, HOÀNG LIỆT, HOÀNG MAI NGAY UBND DIỆN TÍCH TỪ 31-46M2, SỔ ĐỎ CHÍNH CHỦ - GIÁ TỐT",·,"5,2 tỷ",46 m²,"113,04 tr/m²",N/A,N/A
"CHÍNH CHỦ bán nhà ngõ 200 Vĩnh Hưng 31m2x 5tầng , ô tô đỗ cổng","Vĩnh Hưng, Hoàng Mai","5,85 tỷ",31 m²,"188,71 tr/m²",3,3
"Chính chủ bán nhà 5 tầng rất đẹp tại phố Định Công, oto vào tận nhà, MT 4.15m, nở hậu","Định Công, Hoàng Mai","12,5 tỷ",51 m²,"245,1 tr/m²",4,4
"Ô TÔ TRÁNH TRƯỚC CỬA, HOÀNG VĂN THÁI, Q, THANH XUÂN, KHU PHÂN LÔ QUÂN ĐỘI.","Thanh Xuân, Hà Nội","11,95 tỷ",45 m²,"265,56 tr/m²",N/A,N/A
"Chính chủ cần bán nhà xây mới 5 tầng tại Hoàng Liệt, Hoàng Mai, nhà mới, sổ sẵn công chứng ngay","Hoàng Liệt, Hoàng Mai",9 tỷ,45 m²,200 tr/m²,N/A,N/A
Cần bán nhà chính chủ 32m2 P. Trương Định. Nhà 5 tầng. 3 phòng ngủ. Giá mong muốn 6.8tỷ. 0973 042 ***,"Thịnh Liệt, Hoàng Mai","6,8 tỷ","31,9 m²","213,17 tr/m²",3,
"Chính chủ bán nhà 10 Ngõ 47/51 Nam Dư, Lĩnh Nam, Q. Hoàng Mai, ô tô đỗ cửa, 6 tầng","Lĩnh Nam, Hoàng Mai","7,98 tỷ",36 m²,"221,67 tr/m²",4,N/A
"Nhà đẹp Happy House 47 Nam Dư siêu đẹp, siêu gần ô tô đỗ cần bán, 30m2 x 5 tầng","Lĩnh Nam, Hoàng Mai","5,75 tỷ",30 m²,"191,67 tr/m²",3,4
Chính chủ bán nhà số 5 lô 11 khu đô thị Đền Lừ mặt tiền 5.5m vỉa hè 3m đường 2 ô tô tránh nhau gara,"Hoàng Mai, Hà Nội","22,5 tỷ",55 m²,"409,09 tr/m²",3,N/A
Nhà xây kiên cố - nội thất toàn gỗ lim xịn xò chủ tặng lại hết nội thất,"Đại Kim, Hoàng Mai","10,88 tỷ",70 m²,"155,43 tr/m²",6,7
"Bán nhà riêng tại đường Bằng A, 18 tỷ, 60m2, 2PN, 1WC, Hoàng Mai, Hà Nội","Hoàng Liệt, Hoàng Mai","16,5 tỷ",60 m²,275 tr/m²,2,1
"Bán nhà Giải Phóng thông ô tô, 48m2, 6 tầng, 10 phòng khép kín, thang máy - giá 11.8tỷ thương lượng","Hoàng Liệt, Hoàng Mai","11,8 tỷ",48 m²,"245,83 tr/m²",10,10
"Đầu tư dòng tiền quá hời chung cư mini 100m2, phố Nam Dư vị trí đắc địa gần: Kinh Công, Mở, Kinh Kỹ","Lĩnh Nam, Hoàng Mai","16,3 tỷ",100 m²,163 tr/m²,16,16
"Cực hiếm bán gấp nhà Hoàng Mai - Hoàng Văn Thụ 42m2 oto qua nhà 3 tầng full nội thất, chỉ 5.68 tỷ","Hoàng Văn Thụ, Hoàng Mai","5,68 tỷ",42 m²,"135,24 tr/m²",2,2
"Bán nhà riêng tại Sở Thượng, 9,3 tỷ, 62m2, 4PN, 2WC, pháp lý đầy đủ, giá tốt","Yên Sở, Hoàng Mai","9,3 tỷ",62 m²,150 tr/m²,4,2
"NHÀ #KIM_GIANG PHÂN LÔ - Ô TÔ TRÁNH, GARA Ô TÔ - LÔ GÓC 50m2 12,6tỷ","Đại Kim, Hoàng Mai","12,6 tỷ",50 m²,252 tr/m²,N/A,N/A
Bán nhà phố Giáp Bát - Hoàng Mai DT 42m2 * 4 tầng * giá 7.9 tỷ. Nhà đẹp ở ngay,"Giáp Bát, Hoàng Mai","7,9 tỷ",42 m²,"188,1 tr/m²",4,3
"Bán tòa CHDV cao cấp. Ngõ ôtô tránh, dòng tiền 135 triệu/tháng: 100m2 x7 tầng, MT 6.5m giá 27 tỷ","Yên Sở, Hoàng Mai",27 tỷ,95 m²,"284,21 tr/m²",25,25
"Chính chủ bán căn 41m2, 4 tầng, phố Thịnh Liệt, Hoàng Mai, ô tô đỗ cửa","Thịnh Liệt, Hoàng Mai","11,3 tỷ",41 m²,"275,61 tr/m²",6,4
Bán gấp nhà riêng chính chủ Nguyễn An Ninh oto tránh vỉa hè KD sầm uất 50m2 5T,"Tương Mai, Hoàng Mai",Giá thỏa thuận,50 m²,N/A,5,5
"Bán căn 32m2, 5 tầng, sổ chính chủ tại Thịnh Liệt, Hoàng Mai","Thịnh Liệt, Hoàng Mai","6,8 tỷ",32 m²,"212,5 tr/m²",3,4
"Bán nhà 14,5 tỷ, 60m2 CCMN 7 tầng full khách, thang máy nhập khẩu doanh thu gần 1 tỷ mỗi năm","Hoàng Văn Thụ, Hoàng Mai","14,5 tỷ",60 m²,"241,67 tr/m²",21,23
"Bán nhà Hoàng Mai, sổ đỏ chính chủ nhà full nội thất, cách ngõ ô tô 50m, trước nhà SH quay đầu","Hoàng Văn Thụ, Hoàng Mai","5,9 tỷ",33 m²,"178,79 tr/m²",3,2
"Đầu tư dòng tiền 18tr/tháng, ô cách đường nhựa 10m tầm 15m. Ô tô đỗ ngày đêm thoải mái","Trần Phú, Hoàng Mai","5,38 tỷ",30 m²,"179,33 tr/m²",4,4
Tôi cần bán gấp! Nhà ở Định Công - 38m2 x 6 tầng - thang máy - cách ô tô 15m - chỉ 8 tỷ,"Định Công, Hoàng Mai","8,2 tỷ",38 m²,"215,79 tr/m²",3,5
Chính chủ bán nhà số 5 lô 11 khu đô thị Đền Lừ mặt tiền 5.5m vỉa hè 3m đường 2 ô tô tránh nhau gara,"Hoàng Mai, Hà Nội","22,5 tỷ",55 m²,"409,09 tr/m²",3,N/A
"Bán nhà mặt phố, mặt tiền đường Hoàng Liệt - Vành đai 3 (gần KĐT Linh Đàm) - 162m2 sẵn sổ","Hoàng Liệt, Hoàng Mai","52,16 tỷ",162 m²,322 tr/m²,N/A,4
Bán nhà số 24 ngõ 467 Lĩnh Nam. 6T thang máy dòng tiền 500tr/1 năm,"Lĩnh Nam, Hoàng Mai","8,9 tỷ",45 m²,"197,78 tr/m²",9,9
Siêu phẩm nhà dòng tiền 70tr/ tháng - PCCC tiêu chuẩn từng phòng - lối thoát hiểm riêng,"Hoàng Văn Thụ, Hoàng Mai","14,5 tỷ",55 m²,"263,64 tr/m²",14,16
Mặt phố Kim Giang sầm uất - mặt tiền rộng - gần trường - kinh doanh đỉnh 106m2 chỉ 28.5 tỷ,"Đại Kim, Hoàng Mai","28,5 tỷ",106 m²,"268,87 tr/m²",N/A,1
"Ô TÔ TRÁNH TRƯỚC CỬA, HOÀNG VĂN THÁI, Q, THANH XUÂN, KHU PHÂN LÔ QUÂN ĐỘI.","Thanh Xuân, Hà Nội","11,95 tỷ",45 m²,"265,56 tr/m²",N/A,N/A
"Bán nhà Kim Giang 60m2 x 5 tầng - MT: 4m - ngõ thông - ô tô tránh - mặt tiền kinh doanh - 17,2 tỷ","Đại Kim, Hoàng Mai","17,2 tỷ",60 m²,"286,67 tr/m²",6,5
"Bán nhà riêng 5 tầng tại Hoàng Liệt, Hoàng Mai. Diện tích sử dụng 216 m2 chỉ hơn 8 tỷ","Hoàng Liệt, Hoàng Mai","8,8 tỷ",42 m²,"209,52 tr/m²",5,3
"Bán nhà đường Hoàng Mai, 5 tầng xây mới nội thất đẹp, ngõ rộng ô tô đỗ cổng, tiện ích bạt ngàn","Tương Mai, Hoàng Mai","6,8 tỷ",36 m²,"188,89 tr/m²",4,3
"BÁN NHÀ MỚI XÂY 3 TẦNG HAI MẶT NGÕ KINH DOANH TỐT LĨNH NAM, HOÀNG MAI GIÁ CHỈ 3,5 TỶ","Lĩnh Nam, Hoàng Mai","3,5 tỷ","38,1 m²","91,86 tr/m²",N/A,N/A
"Bán nhà Hoàng Mai Đền Lừ mới cóng - thang máy - lô góc 5 tầng, full đồ","Hoàng Văn Thụ, Hoàng Mai","7,55 tỷ",38 m²,"198,68 tr/m²",4,3
Hiếm có khó tìm! Vĩnh Hưng - Hoàng Mai - 37m2 - 5 tầng - thang máy - ô tô đỗ cửa - giá chỉ 6.x tỷ,"Vĩnh Hưng, Hoàng Mai","6,2 tỷ",37 m²,"167,57 tr/m²",3,N/A
"Bán CHDV Kim Giang Lô góc, ô tô tránh, thang máy, 115m2 - 8T - 35P khép kín, dòng tiền 160tr/tháng","Đại Kim, Hoàng Mai","34,9 tỷ",115 m²,"303,48 tr/m²",35,35
Hoàng Mai 33m2x 4 tầng 4 phòng ngủ - ngõ thông ba gác - sát ô tô - tương lai sáng ngời - chỉ 6.2tỷ,"Lĩnh Nam, Hoàng Mai","6,2 tỷ",33 m²,"187,88 tr/m²",4,N/A
CHÍNH CHỦ CẦN BÁ.N NHÀ LINH ĐÀM DIỆN TÍCH RỘNG Ở SƯỚNG Ô TÔ ĐỖ CỔNG NGÕ THÔNG TIỆN ÍCH KĐT LINH ĐÀM,"Hoàng Liệt, Hoàng Mai","6,79 tỷ",35 m²,194 tr/m²,4,4
"CC bán nhà số 5, ngõ 448 Vĩnh Hưng: 30m2x5T giá 6.6 tỷ - Ngõ to thoáng, 15m ra mặt phố, nhà mới đẹp","Vĩnh Hưng, Hoàng Mai","6,6 tỷ",30 m²,220 tr/m²,3,N/A
"(Chuẩn) Bán nhà Kim Giang ô tô đỗ cửa, 36m2x3T, mặt ngõ thông, SĐCC vuông, giá 4.98 tỷ","Đại Kim, Hoàng Mai","4,98 tỷ",36 m²,"138,33 tr/m²",3,3
Chính chủ bán nhà Tân Mai Hoàng Mai 10m ô tô - 43m2 5 tầng 5.6 tỷ sổ đẹp,"Tân Mai, Hoàng Mai","5,6 tỷ",43 m²,"130,23 tr/m²",5,4
Siêu phẩm tòa nhà văn phòng mặt đường Kim Đồng - quy hoạch ổn định - vị trí đẹp nhất phố,"Giáp Bát, Hoàng Mai",90 tỷ,112 m²,"803,57 tr/m²",N/A,N/A
"Linh Đàm nhà mới koong, ô chờ thang máy, 3 bước ô tô tránh - trường, chợ tiện ích bao quanh, nở hậu","Hoàng Liệt, Hoàng Mai","5,95 tỷ",38 m²,"156,58 tr/m²",3,4
Lĩnh Nam - ngõ thông - ô tô tránh - kinh doanh giá: 7 tỷ,"Lĩnh Nam, Hoàng Mai",7 tỷ,34 m²,"205,88 tr/m²",3,4
"NHÀ BÙI HUY BÍCH, CẠNH QUẬN UỶ HOÀNG MAI, 43M2, 4 Ngủ, LÔ GÓC, 10M Ô TÔ TRÁNH, NGÕ 3M, KHU VỰC VIP","Hoàng Liệt, Hoàng Mai",7 tỷ,43 m²,"162,79 tr/m²",4,3
Chính chủ bán nhà số 5 lô 11 khu đô thị Đền Lừ mặt tiền 5.5m vỉa hè 3m đường 2 ô tô tránh nhau gara,"Hoàng Mai, Hà Nội","22,5 tỷ",55 m²,"409,09 tr/m²",3,N/A
"Chính chủ bán nhà ngõ 66 Tân Mai SĐCC nhà có thang máy, giá 9.15tỷ sang tên ngay","Tân Mai, Hoàng Mai","9,15 tỷ",39 m²,"234,62 tr/m²",6,4
SIÊU HOT - CHỈ 5.X TỶ - 5 TẦNG MỚI - SÂN RỘNG - 20M RA Ô TÔ,"Yên Sở, Hoàng Mai","5,7 tỷ",30 m²,190 tr/m²,3,4
Cực hot - phân lô mặt phố Đền Lừ - 60m2 5 tầng - thang máy - nhỉnh 16 tỷ,"Hoàng Văn Thụ, Hoàng Mai","16,8 tỷ",60 m²,280 tr/m²,N/A,N/A
"Chính chủ cần bán nhà xây mới 5 tầng tại Hoàng Liệt, Hoàng Mai, nhà mới, sổ sẵn công chứng ngay","Hoàng Liệt, Hoàng Mai",9 tỷ,45 m²,200 tr/m²,N/A,N/A
"Ô TÔ TRÁNH TRƯỚC CỬA, HOÀNG VĂN THÁI, Q, THANH XUÂN, KHU PHÂN LÔ QUÂN ĐỘI.","Thanh Xuân, Hà Nội","11,95 tỷ",45 m²,"265,56 tr/m²",N/A,N/A
"30m2, 4 tầng, mặt tiền 4m, 7.8 tỷ phân lô ô tô quân đôi Đền Lừ Hoàng Mai","Hoàng Văn Thụ, Hoàng Mai","7,8 tỷ",30 m²,260 tr/m²,3,3
"Toà CCMN cạnh KĐT Đền Lừ, 10m ra ô tô tránh, 85m2, 7 tầng TM, DT 80tr/ tháng, giá 20,8 tỷ (TL)","Hoàng Văn Thụ, Hoàng Mai","20,8 tỷ",85 m²,"244,71 tr/m²",19,19
Nhà đẹp 68m2 5 tầng thang máy - thoáng trước sau - phố Tam Trinh,"Thịnh Liệt, Hoàng Mai","14,8 tỷ",68 m²,"217,65 tr/m²",6,7
"Trí tuyệt đẹp phân lô, ô tô chạy vòng quanh, nhà vị trí đẹp, chỉ cách mặt phố, cách hồ vài bước","Đại Kim, Hoàng Mai","14,8 tỷ",48 m²,"308,33 tr/m²",4,4
"Siêu Vip Mặt Phố Hồ Đền Lừ,quận Hoàng Mai.Vỉa hè rộng,2 thoáng,kinh doanh Văn phòng, Spa.0989 292 ***","Hoàng Văn Thụ, Hoàng Mai","78,69 triệu",140 m²,"562,04 nghìn/m²",N/A,N/A
"Bán nhà mặt đường Kim Giang, phường Đại Kim, quận Hoàng Mai, Hà Nội","Đại Kim, Hoàng Mai",Giá thỏa thuận,110 m²,N/A,3,2
"Bán nhà ngõ 141 Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội giá 8,1 tỷ","Thịnh Liệt, Hoàng Mai","8,1 tỷ",39 m²,"207,69 tr/m²",6,5
Bán Nhà Tam Trinh - Hồ Đền Lừ 38 m2 -5 Tầng Thang Máy - Sổ Đỏ Phân Lô - Oto Đỗ Gần - Ngõ Nông,"Mai Động, Hoàng Mai","7,58 tỷ",38 m²,"199,47 tr/m²",3,4
"Bán nhà Tam Trinh - phân lô - ô tô tránh - thang máy - 61m2 chỉ 18,2 tỷ","Hoàng Văn Thụ, Hoàng Mai","18,2 tỷ",61 m²,"298,36 tr/m²",6,6
"Bán Nhà căn góc 2 mặt thoáng, diện tích 50m2 Ngõ 248/192 Lê Trọng Tấn, 150m ra đến Vành đai 2,5","Định Công, Hoàng Mai","5,2 tỷ",50 m²,104 tr/m²,N/A,N/A
"Bán nhà riêng chính chủ Tân Mai, Hoàng Mai, Hà Nội","Tân Mai, Hoàng Mai","6,4 tỷ",31 m²,"206,45 tr/m²",4,3
Sát Hồ Đền Lừ - Tân Mai - HM - 35m2 x 5T mới koong - dân tự xây - 3 thoáng - gần ô tô - chỉ 6.x tỷ,"Mai Động, Hoàng Mai","6,9 tỷ",35 m²,"197,14 tr/m²",3,4
"Định Công - 34m2 - MT 6,5m - 6T - thang máy - lô góc - trước nhà rộng 3m - 40m ra phố - chào 8tỷ1","Định Công, Hoàng Mai","8,1 tỷ",34 m²,"238,24 tr/m²",4,6
Chính chủ bán gấp căn nhà tại Nguyễn An Ninh - lô góc 5 tầng - 35m2 - phân lô vỉa hè - gara ô tô,"Tương Mai, Hoàng Mai","10,5 tỷ",35 m²,300 tr/m²,N/A,N/A
"Gà đẻ trứng vàng, department oto đỗ cửa new thang máy. 14 phòng ngủ dòng tiền","Hoàng Văn Thụ, Hoàng Mai","15,2 tỷ",58 m²,"262,07 tr/m²",14,14
"Gà Đẻ Trứng Vàng -Chung cư mini 7 tầng, tiền đẻ ra tiền gần 1 tỉ 1 năm tại trung tâm Hoàng Mai","Hoàng Văn Thụ, Hoàng Mai","17,5 tỷ",74 m²,"236,49 tr/m²",16,16
Chính chủ bán nhà số 5 lô 11 khu đô thị Đền Lừ mặt tiền 5.5m vỉa hè 3m đường 2 ô tô tránh nhau gara,"Hoàng Mai, Hà Nội","22,5 tỷ",55 m²,"409,09 tr/m²",3,N/A
"Bán nhà mặt phố Trần Điền phía gần đường 2.5. Diện tích sàn 88m2, 5 tầng","Định Công, Hoàng Mai",40 tỷ,88 m²,"454,54 tr/m²",N/A,N/A
"Mặt phố Hồ Đền Lừ, Hoàng Mai, Hà Nội. KD thông sàn VP. Diện tích 86m2, 9 tầng, MT 5.7m. Nhỉnh 57 tỷ","Hoàng Văn Thụ, Hoàng Mai","57,9 tỷ",86 m²,"673,26 tr/m²",8,8
"Bán nhà Tân Mai, vỉa hè 12m, kinh doanh tốt, tương lai mặt phố lớn, thang máy, 60m2, 12.9 tỷ","Tân Mai, Hoàng Mai","12,9 tỷ",60 m²,215 tr/m²,6,5
"Mình chủ nhà cần bán nhà gấp, SĐCC, nhà vừa ở vừa cho thuê, rất sạch đẹp tại Bằng A - Linh Đàm - HN","Hoàng Liệt, Hoàng Mai",16 tỷ,71 m²,"225,35 tr/m²",14,14
"Ô TÔ TRÁNH TRƯỚC CỬA, HOÀNG VĂN THÁI, Q, THANH XUÂN, KHU PHÂN LÔ QUÂN ĐỘI.","Thanh Xuân, Hà Nội","11,95 tỷ",45 m²,"265,56 tr/m²",N/A,N/A
Phân lô bàn cờ - ô tô tải tránh - vỉa hè hai bên - kinh doanh văn phòng - view hồ Linh Đàm,"Định Công, Hoàng Mai",40 tỷ,100 m²,400 tr/m²,N/A,N/A
"Bán gấp CC mini, 15,5 tỷ, 63m2, 14PN, tại đường Giáp Bát, Hoàng Mai, Hà Nội, gần ô tô","Giáp Bát, Hoàng Mai","15,5 tỷ",63 m²,"246,03 tr/m²",14,14
